capacity,lambda,mu,patience,buffer_length,waiting_prob,service_level,occupancy,abandonment_rate
120,4,1e-05,23.70216058257912,0.7973628673519653,0.5322519212462413,0.9675223031508362,2.9172282331015385e-06
120,4,1e-05,9.485701429482374,0.6309109354754038,0.7828725072288243,0.9376441564555785,8.332743097363936e-07
120,4,1e-05,4.956606538876412,0.49647227086301715,0.8997646446066465,0.9104192416191486,4.161284738404996e-07
120,4,1e-05,2.837046067418919,0.375613845944634,0.9555116090834085,0.8827412313485309,0.0
120,4,0.5,6.198172313215734,0.6434349653913117,0.7500808231985985,0.9429940501951187,0.025771878244694624
120,4,0.5,4.247968647257057,0.5317677512559073,0.8618686164612461,0.9209468977596749,0.017583430168558904
120,4,0.5,2.8410914102075524,0.4303741158491441,0.9280717225025823,0.8985636621338838,0.01181158691372387
120,4,0.5,1.8976790226096587,0.34044368600682595,0.9644769828979569,0.8757182529149371,0.007920971059320022
120,4,1,4.284338059741514,0.585880149500623,0.8057680880407522,0.9334938425147057,0.03567056529402206
120,4,1,3.0441152047275333,0.4891381108516786,0.8880172948427251,0.9134820342951018,0.025477111067351402
120,4,1,2.170074959821364,0.40004781036443743,0.9395209890839323,0.8932551204031123,0.01808048050249193
120,4,1,1.5054111457805697,0.3171757658373092,0.9692403671492796,0.8709628457225013,0.012494971538386182
120,4,2,2.7682852261448625,0.517183917412161,0.8548966018995257,0.9221756954874119,0.04610116493434662
120,4,2,2.0588304344989767,0.43465649233766523,0.9135358428304708,0.9042988081207132,0.03425996372486694
120,4,2,1.5180160039469563,0.3572464677014547,0.9519155294041344,0.8852480525417191,0.02534166630899544
120,4,2,1.1210332057165326,0.2881164248272067,0.9746938911227794,0.8653222098442563,0.018686593362609093
120,4,4,1.7296522298911312,0.4529861396122091,0.8943646097489846,0.9125454106916745,0.05765842154495512
120,4,4,1.3524727706800976,0.38090204780489917,0.9361320198000725,0.8951787239315151,0.044941089973041595
120,4,4,1.0275436865370697,0.31523895085639614,0.9632733026771271,0.8777465839918893,0.03436418670702518
120,4,4,0.7731041049425333,0.25551069051875375,0.9799758019025022,0.8592179450506551,0.025811841869496914
